Category 	Threshold 	TP 	FP 	TN 	FN 	TPR 	FPR
Clustermembers 	3 	10868 	260 	1658 	9174 	0.542261251372 	0.135557872784
Clustermembers 	4 	10298 	179 	1739 	9744 	0.513820975951 	0.0933263816475
Clustermembers 	5 	9333 	139 	1779 	10709 	0.465672088614 	0.0724713242961
Clustermembers 	6 	8776 	111 	1807 	11266 	0.437880451053 	0.0578727841502
Clustermembers 	7 	8100 	81 	1837 	11942 	0.404151282307 	0.0422314911366
Clustermembers 	8 	7596 	61 	1857 	12446 	0.379004091408 	0.0318039624609
Clustermembers 	9 	7069 	40 	1878 	12973 	0.352709310448 	0.0208550573514
Clustermembers 	10 	6641 	29 	1889 	13401 	0.331354156272 	0.0151199165798
Clustermembers 	11 	6133 	18 	1900 	13909 	0.306007384493 	0.00938477580813
Clustermembers 	12 	5749 	15 	1903 	14293 	0.286847619998 	0.00782064650678
Clustermembers 	13 	5387 	14 	1904 	14655 	0.268785550344 	0.00729927007299
Clustermembers 	14 	4921 	13 	1905 	15121 	0.245534377807 	0.00677789363921
Clustermembers 	15 	4569 	11 	1907 	15473 	0.227971260353 	0.00573514077164
Clustermembers 	16 	4275 	8 	1910 	15767 	0.213302065662 	0.00417101147028
Clustermembers 	17 	3992 	7 	1911 	16050 	0.199181718391 	0.0036496350365
Clustermembers 	18 	3659 	6 	1912 	16383 	0.182566610119 	0.00312825860271
Clustermembers 	19 	3421 	6 	1912 	16621 	0.17069154775 	0.00312825860271
Clustermembers 	20 	3199 	5 	1913 	16843 	0.159614808901 	0.00260688216893
Clustermembers 	21 	3028 	5 	1913 	17014 	0.151082726275 	0.00260688216893
Clustermembers 	22 	2799 	4 	1914 	17243 	0.139656720886 	0.00208550573514
Clustermembers 	23 	2691 	4 	1914 	17351 	0.134268037122 	0.00208550573514
Clustermembers 	24 	2504 	4 	1914 	17538 	0.124937630975 	0.00208550573514
Clustermembers 	25 	2360 	4 	1914 	17682 	0.117752719289 	0.00208550573514
Clustermembers 	26 	2141 	3 	1915 	17901 	0.106825666101 	0.00156412930136
Clustermembers 	27 	2023 	3 	1915 	18019 	0.100938030137 	0.00156412930136
Clustermembers 	28 	1838 	1 	1917 	18204 	0.0917074144297 	0.000521376433785
Clustermembers 	29 	1704 	0 	1918 	18338 	0.0850214549446 	0.0
Clustermembers 	30 	1623 	0 	1918 	18419 	0.0809799421215 	0.0
Clustermembers 	31 	1509 	0 	1918 	18533 	0.0752918870372 	0.0
Clustermembers 	32 	1465 	0 	1918 	18577 	0.0730964973556 	0.0
Clustermembers 	33 	1404 	0 	1918 	18638 	0.0700528889332 	0.0
Clustermembers 	34 	1332 	0 	1918 	18710 	0.0664604330905 	0.0
Clustermembers 	35 	1228 	0 	1918 	18814 	0.0612713302066 	0.0
Clustermembers 	36 	1158 	0 	1918 	18884 	0.0577786648039 	0.0
Clustermembers 	37 	1011 	0 	1918 	19031 	0.0504440674583 	0.0
Clustermembers 	38 	983 	0 	1918 	19059 	0.0490470012973 	0.0
Clustermembers 	39 	923 	0 	1918 	19119 	0.046053288095 	0.0
Clustermembers 	40 	883 	0 	1918 	19159 	0.0440574792935 	0.0
Clustermembers 	41 	782 	0 	1918 	19260 	0.0390180620697 	0.0
Clustermembers 	42 	741 	0 	1918 	19301 	0.0369723580481 	0.0
Clustermembers 	43 	727 	0 	1918 	19315 	0.0362738249676 	0.0
Clustermembers 	44 	683 	0 	1918 	19359 	0.0340784352859 	0.0
Clustermembers 	45 	618 	0 	1918 	19424 	0.0308352459834 	0.0
Clustermembers 	46 	567 	0 	1918 	19475 	0.0282905897615 	0.0
Clustermembers 	47 	514 	0 	1918 	19528 	0.0256461430995 	0.0
Clustermembers 	48 	492 	0 	1918 	19550 	0.0245484482587 	0.0
Clustermembers 	49 	434 	0 	1918 	19608 	0.0216545254965 	0.0
Clustermembers 	50 	433 	0 	1918 	19609 	0.0216046302764 	0.0
Clustermembers 	51 	399 	0 	1918 	19643 	0.0199081927951 	0.0
Clustermembers 	52 	330 	0 	1918 	19712 	0.0164654226125 	0.0
Clustermembers 	53 	330 	0 	1918 	19712 	0.0164654226125 	0.0
Clustermembers 	54 	308 	0 	1918 	19734 	0.0153677277717 	0.0
Clustermembers 	55 	308 	0 	1918 	19734 	0.0153677277717 	0.0
Clustermembers 	56 	308 	0 	1918 	19734 	0.0153677277717 	0.0
Clustermembers 	57 	286 	0 	1918 	19756 	0.0142700329308 	0.0
Clustermembers 	58 	264 	0 	1918 	19778 	0.01317233809 	0.0
Clustermembers 	59 	243 	0 	1918 	19799 	0.0121245384692 	0.0
Clustermembers 	60 	194 	0 	1918 	19848 	0.00967967268736 	0.0
Clustermembers 	61 	167 	0 	1918 	19875 	0.00833250174633 	0.0
Clustermembers 	62 	167 	0 	1918 	19875 	0.00833250174633 	0.0
Clustermembers 	63 	146 	0 	1918 	19896 	0.00728470212554 	0.0
Clustermembers 	64 	72 	0 	1918 	19970 	0.00359245584273 	0.0
Clustermembers 	65 	72 	0 	1918 	19970 	0.00359245584273 	0.0
Clustermembers 	66 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	67 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	68 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	69 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	70 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	71 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	72 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	73 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	74 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	75 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	76 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	77 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	78 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	79 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	80 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	81 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	82 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	83 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	84 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	85 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	86 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	87 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	88 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	89 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	90 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	91 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	92 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	93 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	94 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	95 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	96 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	97 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	98 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	99 	49 	0 	1918 	19993 	0.00244486578186 	0.0
Clustermembers 	100 	49 	0 	1918 	19993 	0.00244486578186 	0.0
TypeIdentity 	0.0 	20042 	1918 	0 	0 	1.0 	1.0
TypeIdentity 	1.0 	19477 	1826 	92 	565 	0.971809200679 	0.952033368092
TypeIdentity 	2.0 	19474 	1820 	98 	568 	0.971659515018 	0.948905109489
TypeIdentity 	3.0 	19460 	1815 	103 	582 	0.970960981938 	0.94629822732
TypeIdentity 	4.0 	19426 	1780 	138 	616 	0.969264544457 	0.928050052138
TypeIdentity 	5.0 	19367 	1756 	162 	675 	0.966320726474 	0.915537017727
TypeIdentity 	6.0 	19294 	1713 	205 	748 	0.962678375412 	0.893117831074
TypeIdentity 	7.0 	19262 	1693 	225 	780 	0.96108172837 	0.882690302398
TypeIdentity 	8.0 	19233 	1662 	256 	809 	0.959634766989 	0.866527632951
TypeIdentity 	9.0 	19194 	1637 	281 	848 	0.957688853408 	0.853493222106
TypeIdentity 	10.0 	19139 	1616 	302 	903 	0.954944616306 	0.842544316997
TypeIdentity 	11.0 	19097 	1589 	329 	945 	0.952849017064 	0.828467153285
TypeIdentity 	12.0 	19030 	1567 	351 	1012 	0.949506037322 	0.816996871741
TypeIdentity 	13.0 	18980 	1547 	371 	1062 	0.94701127632 	0.806569343066
TypeIdentity 	14.0 	18953 	1530 	388 	1089 	0.945664105379 	0.797705943691
TypeIdentity 	15.0 	18914 	1508 	410 	1128 	0.943718191797 	0.786235662148
TypeIdentity 	16.0 	18869 	1497 	421 	1173 	0.941472906896 	0.780500521376
TypeIdentity 	17.0 	18807 	1465 	453 	1235 	0.938379403253 	0.763816475495
TypeIdentity 	18.0 	18762 	1450 	468 	1280 	0.936134118351 	0.755995828989
TypeIdentity 	19.0 	18720 	1439 	479 	1322 	0.93403851911 	0.750260688217
TypeIdentity 	20.0 	18703 	1427 	491 	1339 	0.933190300369 	0.744004171011
TypeIdentity 	21.0 	18645 	1388 	530 	1397 	0.930296377607 	0.723670490094
TypeIdentity 	22.0 	18600 	1375 	543 	1442 	0.928051092705 	0.716892596455
TypeIdentity 	23.0 	18558 	1356 	562 	1484 	0.925955493464 	0.706986444213
TypeIdentity 	24.0 	18494 	1334 	584 	1548 	0.922762199381 	0.695516162669
TypeIdentity 	25.0 	18476 	1330 	588 	1566 	0.921864085421 	0.693430656934
TypeIdentity 	26.0 	18388 	1300 	618 	1654 	0.917473306057 	0.677789363921
TypeIdentity 	27.0 	18329 	1278 	640 	1713 	0.914529488075 	0.666319082377
TypeIdentity 	28.0 	18281 	1258 	660 	1761 	0.912134517513 	0.655891553702
TypeIdentity 	29.0 	18209 	1242 	676 	1833 	0.90854206167 	0.647549530761
TypeIdentity 	30.0 	18171 	1229 	689 	1871 	0.906646043309 	0.640771637122
TypeIdentity 	31.0 	18066 	1201 	717 	1976 	0.901407045205 	0.626173096976
TypeIdentity 	32.0 	18013 	1193 	725 	2029 	0.898762598543 	0.622002085506
TypeIdentity 	33.0 	17990 	1186 	732 	2052 	0.897615008482 	0.618352450469
TypeIdentity 	34.0 	17870 	1145 	773 	2172 	0.891627582078 	0.596976016684
TypeIdentity 	35.0 	17839 	1140 	778 	2203 	0.890080830256 	0.594369134515
TypeIdentity 	36.0 	17746 	1127 	791 	2296 	0.885440574793 	0.587591240876
TypeIdentity 	37.0 	17674 	1108 	810 	2368 	0.88184811895 	0.577685088634
TypeIdentity 	38.0 	17632 	1089 	829 	2410 	0.879752519709 	0.567778936392
TypeIdentity 	39.0 	17570 	1078 	840 	2472 	0.876659016066 	0.56204379562
TypeIdentity 	40.0 	17548 	1073 	845 	2494 	0.875561321225 	0.559436913452
TypeIdentity 	41.0 	17411 	1035 	883 	2631 	0.86872567608 	0.539624608968
TypeIdentity 	42.0 	17311 	1021 	897 	2731 	0.863736154076 	0.532325338895
TypeIdentity 	43.0 	17211 	1009 	909 	2831 	0.858746632073 	0.526068821689
TypeIdentity 	44.0 	17170 	1002 	916 	2872 	0.856700928051 	0.522419186653
TypeIdentity 	45.0 	17109 	994 	924 	2933 	0.853657319629 	0.518248175182
TypeIdentity 	46.0 	17014 	981 	937 	3028 	0.848917273725 	0.511470281543
TypeIdentity 	47.0 	16918 	963 	955 	3124 	0.844127332602 	0.502085505735
TypeIdentity 	48.0 	16840 	948 	970 	3202 	0.840235505439 	0.494264859228
TypeIdentity 	49.0 	16787 	941 	977 	3255 	0.837591058777 	0.490615224192
TypeIdentity 	50.0 	16783 	941 	977 	3259 	0.837391477896 	0.490615224192
TypeIdentity 	51.0 	16481 	874 	1044 	3561 	0.822323121445 	0.455683003128
TypeIdentity 	52.0 	16444 	869 	1049 	3598 	0.820476998304 	0.453076120959
TypeIdentity 	53.0 	16350 	853 	1065 	3692 	0.81578684762 	0.444734098019
TypeIdentity 	54.0 	16231 	843 	1075 	3811 	0.809849316435 	0.439520333681
TypeIdentity 	55.0 	16173 	837 	1081 	3869 	0.806955393673 	0.436392075078
TypeIdentity 	56.0 	16058 	828 	1090 	3984 	0.801217443369 	0.431699687174
TypeIdentity 	57.0 	15974 	821 	1097 	4068 	0.797026244886 	0.428050052138
TypeIdentity 	58.0 	15825 	804 	1114 	4217 	0.7895918571 	0.419186652763
TypeIdentity 	59.0 	15705 	795 	1123 	4337 	0.783604430696 	0.414494264859
TypeIdentity 	60.0 	15673 	790 	1128 	4369 	0.782007783654 	0.41188738269
TypeIdentity 	61.0 	15468 	761 	1157 	4574 	0.771779263547 	0.396767466111
TypeIdentity 	62.0 	15351 	752 	1166 	4691 	0.765941522802 	0.392075078206
TypeIdentity 	63.0 	15257 	739 	1179 	4785 	0.761251372119 	0.385297184567
TypeIdentity 	64.0 	15156 	714 	1204 	4886 	0.756211954895 	0.372262773723
TypeIdentity 	65.0 	15018 	707 	1211 	5024 	0.749326414529 	0.368613138686
TypeIdentity 	66.0 	14917 	700 	1218 	5125 	0.744286997306 	0.36496350365
TypeIdentity 	67.0 	14618 	656 	1262 	5424 	0.729368326514 	0.342022940563
TypeIdentity 	68.0 	14602 	651 	1267 	5440 	0.728570002994 	0.339416058394
TypeIdentity 	69.0 	14432 	638 	1280 	5610 	0.720087815587 	0.332638164755
TypeIdentity 	70.0 	14348 	630 	1288 	5694 	0.715896617104 	0.328467153285
TypeIdentity 	71.0 	14156 	614 	1304 	5886 	0.706316734857 	0.320125130344
TypeIdentity 	72.0 	14044 	604 	1314 	5998 	0.700728470213 	0.314911366006
TypeIdentity 	73.0 	13886 	583 	1335 	6156 	0.692845025447 	0.303962460897
TypeIdentity 	74.0 	13728 	570 	1348 	6314 	0.684961580681 	0.297184567258
TypeIdentity 	75.0 	13708 	568 	1350 	6334 	0.68396367628 	0.29614181439
TypeIdentity 	76.0 	13395 	551 	1367 	6647 	0.668346472408 	0.287278415016
TypeIdentity 	77.0 	13162 	525 	1393 	6880 	0.656720886139 	0.273722627737
TypeIdentity 	78.0 	13014 	509 	1409 	7028 	0.649336393573 	0.265380604797
TypeIdentity 	79.0 	12812 	498 	1420 	7230 	0.639257559126 	0.259645464025
TypeIdentity 	80.0 	12778 	493 	1425 	7264 	0.637561121645 	0.257038581856
TypeIdentity 	81.0 	12306 	467 	1451 	7736 	0.614010577787 	0.243482794578
TypeIdentity 	82.0 	12086 	454 	1464 	7956 	0.603033629378 	0.236704900938
TypeIdentity 	83.0 	11976 	439 	1479 	8066 	0.597545155174 	0.228884254432
TypeIdentity 	84.0 	11638 	422 	1496 	8404 	0.580680570801 	0.220020855057
TypeIdentity 	85.0 	11393 	408 	1510 	8649 	0.568456241892 	0.212721584984
TypeIdentity 	86.0 	11107 	389 	1529 	8935 	0.554186208961 	0.202815432742
TypeIdentity 	87.0 	10835 	376 	1542 	9207 	0.540614709111 	0.196037539103
TypeIdentity 	88.0 	10623 	359 	1559 	9419 	0.530036922463 	0.187174139729
TypeIdentity 	89.0 	10267 	337 	1581 	9775 	0.512274224129 	0.175703858186
TypeIdentity 	90.0 	10131 	329 	1589 	9911 	0.505488474204 	0.171532846715
TypeIdentity 	91.0 	9433 	284 	1634 	10609 	0.470661610618 	0.148070907195
TypeIdentity 	92.0 	9054 	272 	1646 	10988 	0.451751322223 	0.14181438999
TypeIdentity 	93.0 	8318 	246 	1672 	11724 	0.415028440275 	0.128258602711
TypeIdentity 	94.0 	7869 	231 	1687 	12173 	0.392625486478 	0.120437956204
TypeIdentity 	95.0 	7326 	220 	1698 	12716 	0.365532381998 	0.114702815433
TypeIdentity 	96.0 	6679 	207 	1711 	13363 	0.333250174633 	0.107924921794
TypeIdentity 	97.0 	6123 	190 	1728 	13919 	0.305508432292 	0.0990615224192
TypeIdentity 	98.0 	6046 	183 	1735 	13996 	0.301666500349 	0.0954118873827
TypeIdentity 	99.0 	6026 	182 	1736 	14016 	0.300668595949 	0.0948905109489
TypeIdentity 	100.0 	6026 	179 	1739 	14016 	0.300668595949 	0.0933263816475
TotalEvidence 	0 	20042 	1918 	0 	0 	1.0 	1.0
TotalEvidence 	1 	20042 	1883 	35 	0 	1.0 	0.981751824818
TotalEvidence 	2 	20032 	1851 	67 	10 	0.9995010478 	0.965067778936
TotalEvidence 	3 	20010 	1821 	97 	32 	0.998403352959 	0.949426485923
TotalEvidence 	4 	19944 	1773 	145 	98 	0.995110268436 	0.924400417101
TotalEvidence 	5 	19792 	1706 	212 	250 	0.987526194991 	0.889468196038
TotalEvidence 	6 	19585 	1662 	256 	457 	0.977197884443 	0.866527632951
TotalEvidence 	7 	19283 	1594 	324 	759 	0.962129527991 	0.831074035454
TotalEvidence 	8 	18960 	1523 	395 	1082 	0.946013371919 	0.794056308655
TotalEvidence 	9 	18639 	1466 	452 	1403 	0.929997006287 	0.764337851929
TotalEvidence 	10 	18252 	1416 	502 	1790 	0.910687556132 	0.73826903024
TotalEvidence 	11 	17893 	1368 	550 	2149 	0.892775172139 	0.713242961418
TotalEvidence 	12 	17423 	1315 	603 	2619 	0.869324418721 	0.685610010428
TotalEvidence 	13 	17075 	1255 	663 	2967 	0.851960882147 	0.6543274244
TotalEvidence 	14 	16655 	1190 	728 	3387 	0.831004889732 	0.620437956204
TotalEvidence 	15 	16246 	1151 	767 	3796 	0.810597744736 	0.600104275287
TotalEvidence 	16 	15913 	1100 	818 	4129 	0.793982636463 	0.573514077164
TotalEvidence 	17 	15539 	1051 	867 	4503 	0.775321824169 	0.547966631908
TotalEvidence 	18 	15277 	1014 	904 	4765 	0.762249276519 	0.528675703858
TotalEvidence 	19 	14811 	981 	937 	5231 	0.738998103982 	0.511470281543
TotalEvidence 	20 	14477 	949 	969 	5565 	0.722333100489 	0.494786235662
TotalEvidence 	21 	14204 	931 	987 	5838 	0.708711705419 	0.485401459854
TotalEvidence 	22 	13892 	899 	1019 	6150 	0.693144396767 	0.468717413973
TotalEvidence 	23 	13517 	871 	1047 	6525 	0.674433689253 	0.454118873827
TotalEvidence 	24 	13254 	832 	1086 	6788 	0.661311246383 	0.433785192909
TotalEvidence 	25 	12948 	802 	1116 	7094 	0.646043309051 	0.418143899896
