Category 	Threshold 	TP 	FP 	TN 	FN 	TPR 	FPR
TypeIdentity 	3.0 	19460 	1815 	103 	582 	0.970960981938 	0.94629822732
TypeIdentity 	4.0 	19426 	1780 	138 	616 	0.969264544457 	0.928050052138
TypeIdentity 	5.0 	19367 	1756 	162 	675 	0.966320726474 	0.915537017727
TypeIdentity 	6.0 	19294 	1713 	205 	748 	0.962678375412 	0.893117831074
TypeIdentity 	7.0 	19262 	1693 	225 	780 	0.96108172837 	0.882690302398
TypeIdentity 	8.0 	19233 	1662 	256 	809 	0.959634766989 	0.866527632951
TypeIdentity 	9.0 	19194 	1637 	281 	848 	0.957688853408 	0.853493222106
TypeIdentity 	10.0 	19139 	1616 	302 	903 	0.954944616306 	0.842544316997
TypeIdentity 	11.0 	19097 	1589 	329 	945 	0.952849017064 	0.828467153285
TypeIdentity 	12.0 	19030 	1567 	351 	1012 	0.949506037322 	0.816996871741
TypeIdentity 	13.0 	18980 	1547 	371 	1062 	0.94701127632 	0.806569343066
TypeIdentity 	14.0 	18953 	1530 	388 	1089 	0.945664105379 	0.797705943691
TypeIdentity 	15.0 	18914 	1508 	410 	1128 	0.943718191797 	0.786235662148
TypeIdentity 	16.0 	18869 	1497 	421 	1173 	0.941472906896 	0.780500521376
TypeIdentity 	17.0 	18807 	1465 	453 	1235 	0.938379403253 	0.763816475495
TypeIdentity 	18.0 	18762 	1450 	468 	1280 	0.936134118351 	0.755995828989
TypeIdentity 	19.0 	18720 	1439 	479 	1322 	0.93403851911 	0.750260688217
TypeIdentity 	20.0 	18703 	1427 	491 	1339 	0.933190300369 	0.744004171011
TypeIdentity 	21.0 	18645 	1388 	530 	1397 	0.930296377607 	0.723670490094
TypeIdentity 	22.0 	18600 	1375 	543 	1442 	0.928051092705 	0.716892596455
TypeIdentity 	23.0 	18558 	1356 	562 	1484 	0.925955493464 	0.706986444213
TypeIdentity 	24.0 	18494 	1334 	584 	1548 	0.922762199381 	0.695516162669
TypeIdentity 	25.0 	18476 	1330 	588 	1566 	0.921864085421 	0.693430656934
TypeIdentity 	26.0 	18388 	1300 	618 	1654 	0.917473306057 	0.677789363921
TypeIdentity 	27.0 	18329 	1278 	640 	1713 	0.914529488075 	0.666319082377
TypeIdentity 	28.0 	18281 	1258 	660 	1761 	0.912134517513 	0.655891553702
TypeIdentity 	29.0 	18209 	1242 	676 	1833 	0.90854206167 	0.647549530761
TypeIdentity 	30.0 	18171 	1229 	689 	1871 	0.906646043309 	0.640771637122
TypeIdentity 	31.0 	18066 	1201 	717 	1976 	0.901407045205 	0.626173096976
TypeIdentity 	32.0 	18013 	1193 	725 	2029 	0.898762598543 	0.622002085506
TypeIdentity 	33.0 	17990 	1186 	732 	2052 	0.897615008482 	0.618352450469
TypeIdentity 	34.0 	17870 	1145 	773 	2172 	0.891627582078 	0.596976016684
TypeIdentity 	35.0 	17839 	1140 	778 	2203 	0.890080830256 	0.594369134515
TypeIdentity 	36.0 	17746 	1127 	791 	2296 	0.885440574793 	0.587591240876
TypeIdentity 	37.0 	17674 	1108 	810 	2368 	0.88184811895 	0.577685088634
TypeIdentity 	38.0 	17632 	1089 	829 	2410 	0.879752519709 	0.567778936392
TypeIdentity 	39.0 	17570 	1078 	840 	2472 	0.876659016066 	0.56204379562
TypeIdentity 	40.0 	17548 	1073 	845 	2494 	0.875561321225 	0.559436913452
TypeIdentity 	41.0 	17411 	1035 	883 	2631 	0.86872567608 	0.539624608968
TypeIdentity 	42.0 	17311 	1021 	897 	2731 	0.863736154076 	0.532325338895
TypeIdentity 	43.0 	17211 	1009 	909 	2831 	0.858746632073 	0.526068821689
TypeIdentity 	44.0 	17170 	1002 	916 	2872 	0.856700928051 	0.522419186653
TypeIdentity 	45.0 	17109 	994 	924 	2933 	0.853657319629 	0.518248175182
TypeIdentity 	46.0 	17014 	981 	937 	3028 	0.848917273725 	0.511470281543
TypeIdentity 	47.0 	16918 	963 	955 	3124 	0.844127332602 	0.502085505735
TypeIdentity 	48.0 	16840 	948 	970 	3202 	0.840235505439 	0.494264859228
TypeIdentity 	49.0 	16787 	941 	977 	3255 	0.837591058777 	0.490615224192
TypeIdentity 	50.0 	16783 	941 	977 	3259 	0.837391477896 	0.490615224192
TypeIdentity 	51.0 	16481 	874 	1044 	3561 	0.822323121445 	0.455683003128
TypeIdentity 	52.0 	16444 	869 	1049 	3598 	0.820476998304 	0.453076120959
TypeIdentity 	53.0 	16350 	853 	1065 	3692 	0.81578684762 	0.444734098019
TypeIdentity 	54.0 	16231 	843 	1075 	3811 	0.809849316435 	0.439520333681
TypeIdentity 	55.0 	16173 	837 	1081 	3869 	0.806955393673 	0.436392075078
TypeIdentity 	56.0 	16058 	828 	1090 	3984 	0.801217443369 	0.431699687174
TypeIdentity 	57.0 	15974 	821 	1097 	4068 	0.797026244886 	0.428050052138
TypeIdentity 	58.0 	15825 	804 	1114 	4217 	0.7895918571 	0.419186652763
TypeIdentity 	59.0 	15705 	795 	1123 	4337 	0.783604430696 	0.414494264859
TypeIdentity 	60.0 	15673 	790 	1128 	4369 	0.782007783654 	0.41188738269
TypeIdentity 	61.0 	15468 	761 	1157 	4574 	0.771779263547 	0.396767466111
TypeIdentity 	62.0 	15351 	752 	1166 	4691 	0.765941522802 	0.392075078206
TypeIdentity 	63.0 	15257 	739 	1179 	4785 	0.761251372119 	0.385297184567
TypeIdentity 	64.0 	15156 	714 	1204 	4886 	0.756211954895 	0.372262773723
TypeIdentity 	65.0 	15018 	707 	1211 	5024 	0.749326414529 	0.368613138686
TypeIdentity 	66.0 	14917 	700 	1218 	5125 	0.744286997306 	0.36496350365
TypeIdentity 	67.0 	14618 	656 	1262 	5424 	0.729368326514 	0.342022940563
TypeIdentity 	68.0 	14602 	651 	1267 	5440 	0.728570002994 	0.339416058394
TypeIdentity 	69.0 	14432 	638 	1280 	5610 	0.720087815587 	0.332638164755
TypeIdentity 	70.0 	14348 	630 	1288 	5694 	0.715896617104 	0.328467153285
TypeIdentity 	71.0 	14156 	614 	1304 	5886 	0.706316734857 	0.320125130344
TypeIdentity 	72.0 	14044 	604 	1314 	5998 	0.700728470213 	0.314911366006
TypeIdentity 	73.0 	13886 	583 	1335 	6156 	0.692845025447 	0.303962460897
TypeIdentity 	74.0 	13728 	570 	1348 	6314 	0.684961580681 	0.297184567258
TypeIdentity 	75.0 	13708 	568 	1350 	6334 	0.68396367628 	0.29614181439
TypeIdentity 	76.0 	13395 	551 	1367 	6647 	0.668346472408 	0.287278415016
TypeIdentity 	77.0 	13162 	525 	1393 	6880 	0.656720886139 	0.273722627737
TypeIdentity 	78.0 	13014 	509 	1409 	7028 	0.649336393573 	0.265380604797
TypeIdentity 	79.0 	12812 	498 	1420 	7230 	0.639257559126 	0.259645464025
TypeIdentity 	80.0 	12778 	493 	1425 	7264 	0.637561121645 	0.257038581856
TypeIdentity 	81.0 	12306 	467 	1451 	7736 	0.614010577787 	0.243482794578
TypeIdentity 	82.0 	12086 	454 	1464 	7956 	0.603033629378 	0.236704900938
TypeIdentity 	83.0 	11976 	439 	1479 	8066 	0.597545155174 	0.228884254432
TypeIdentity 	84.0 	11638 	422 	1496 	8404 	0.580680570801 	0.220020855057
TypeIdentity 	85.0 	11393 	408 	1510 	8649 	0.568456241892 	0.212721584984
TypeIdentity 	86.0 	11107 	389 	1529 	8935 	0.554186208961 	0.202815432742
TypeIdentity 	87.0 	10835 	376 	1542 	9207 	0.540614709111 	0.196037539103
TypeIdentity 	88.0 	10623 	359 	1559 	9419 	0.530036922463 	0.187174139729
TypeIdentity 	89.0 	10267 	337 	1581 	9775 	0.512274224129 	0.175703858186
TypeIdentity 	90.0 	10131 	329 	1589 	9911 	0.505488474204 	0.171532846715
TypeIdentity 	91.0 	9433 	284 	1634 	10609 	0.470661610618 	0.148070907195
TypeIdentity 	92.0 	9054 	272 	1646 	10988 	0.451751322223 	0.14181438999
TypeIdentity 	93.0 	8318 	246 	1672 	11724 	0.415028440275 	0.128258602711
TypeIdentity 	94.0 	7869 	231 	1687 	12173 	0.392625486478 	0.120437956204
TypeIdentity 	95.0 	7326 	220 	1698 	12716 	0.365532381998 	0.114702815433
TypeIdentity 	96.0 	6679 	207 	1711 	13363 	0.333250174633 	0.107924921794
TypeIdentity 	97.0 	6123 	190 	1728 	13919 	0.305508432292 	0.0990615224192
TypeIdentity 	98.0 	6046 	183 	1735 	13996 	0.301666500349 	0.0954118873827
TypeIdentity 	99.0 	6026 	182 	1736 	14016 	0.300668595949 	0.0948905109489
TypeIdentity 	100.0 	6026 	179 	1739 	14016 	0.300668595949 	0.0933263816475
ProteinClusters 	0.0 	20045 	3340 	0 	0 	1.0 	1.0
ProteinClusters 	9.0 	5237 	54 	3286 	14808 	0.26126216014 	0.0161676646707
ProteinClusters 	29.16 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	18.0 	1175 	6 	3334 	18870 	0.0586181092542 	0.00179640718563
ProteinClusters 	11.16 	2882 	28 	3312 	17163 	0.143776502869 	0.00838323353293
ProteinClusters 	9.36 	4196 	48 	3292 	15849 	0.209329009728 	0.014371257485
ProteinClusters 	27.36 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	14.76 	1520 	14 	3326 	18525 	0.0758293838863 	0.00419161676647
ProteinClusters 	27.0 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	35.28 	165 	0 	3340 	19880 	0.00823147917186 	0.0
ProteinClusters 	36.0 	165 	0 	3340 	19880 	0.00823147917186 	0.0
ProteinClusters 	18.72 	903 	5 	3335 	19142 	0.0450486405587 	0.00149700598802
ProteinClusters 	13.32 	1917 	19 	3321 	18128 	0.0956348216513 	0.00568862275449
ProteinClusters 	9.72 	4196 	48 	3292 	15849 	0.209329009728 	0.014371257485
ProteinClusters 	28.08 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	20.16 	821 	3 	3337 	19224 	0.0409578448491 	0.000898203592814
ProteinClusters 	28.44 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	26.28 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	7.2 	6036 	80 	3260 	14009 	0.301122474433 	0.0239520958084
ProteinClusters 	29.88 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	21.6 	781 	3 	3337 	19264 	0.0389623347468 	0.000898203592814
ProteinClusters 	30.6 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	19.8 	903 	4 	3336 	19142 	0.0450486405587 	0.00119760479042
ProteinClusters 	15.12 	1430 	10 	3330 	18615 	0.0713394861561 	0.00299401197605
ProteinClusters 	5.4 	7526 	117 	3223 	12519 	0.375455225742 	0.0350299401198
ProteinClusters 	22.32 	776 	0 	3340 	19269 	0.038712895984 	0.0
ProteinClusters 	12.96 	2451 	22 	3318 	17594 	0.122274881517 	0.00658682634731
ProteinClusters 	32.76 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	20.52 	821 	3 	3337 	19224 	0.0409578448491 	0.000898203592814
ProteinClusters 	2.88 	10339 	246 	3094 	9706 	0.515789473684 	0.0736526946108
ProteinClusters 	30.24 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	10.44 	3445 	41 	3299 	16600 	0.171863307558 	0.0122754491018
ProteinClusters 	11.88 	2882 	28 	3312 	17163 	0.143776502869 	0.00838323353293
ProteinClusters 	8.28 	5237 	54 	3286 	14808 	0.26126216014 	0.0161676646707
ProteinClusters 	6.84 	6650 	95 	3245 	13395 	0.331753554502 	0.0284431137725
ProteinClusters 	21.24 	781 	3 	3337 	19264 	0.0389623347468 	0.000898203592814
ProteinClusters 	12.24 	2451 	22 	3318 	17594 	0.122274881517 	0.00658682634731
ProteinClusters 	20.88 	821 	3 	3337 	19224 	0.0409578448491 	0.000898203592814
ProteinClusters 	10.8 	3445 	41 	3299 	16600 	0.171863307558 	0.0122754491018
ProteinClusters 	16.2 	1359 	8 	3332 	18686 	0.0677974557246 	0.00239520958084
ProteinClusters 	25.2 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	15.48 	1430 	10 	3330 	18615 	0.0713394861561 	0.00299401197605
ProteinClusters 	14.4 	1520 	14 	3326 	18525 	0.0758293838863 	0.00419161676647
ProteinClusters 	4.68 	8617 	151 	3189 	11428 	0.429882763781 	0.0452095808383
ProteinClusters 	34.2 	210 	0 	3340 	19835 	0.0104764280369 	0.0
ProteinClusters 	25.92 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	30.96 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	29.52 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	1.8 	10878 	295 	3045 	9167 	0.542678972312 	0.0883233532934
ProteinClusters 	31.32 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	17.64 	1175 	6 	3334 	18870 	0.0586181092542 	0.00179640718563
ProteinClusters 	0.36 	19944 	1918 	1422 	101 	0.994961336992 	0.574251497006
ProteinClusters 	3.24 	9531 	184 	3156 	10514 	0.475480169618 	0.0550898203593
ProteinClusters 	24.84 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	3.96 	9531 	184 	3156 	10514 	0.475480169618 	0.0550898203593
ProteinClusters 	2.52 	10339 	246 	3094 	9706 	0.515789473684 	0.0736526946108
ProteinClusters 	18.36 	903 	5 	3335 	19142 	0.0450486405587 	0.00149700598802
ProteinClusters 	11.52 	2882 	28 	3312 	17163 	0.143776502869 	0.00838323353293
ProteinClusters 	0.72 	19944 	1918 	1422 	101 	0.994961336992 	0.574251497006
ProteinClusters 	6.48 	6650 	95 	3245 	13395 	0.331753554502 	0.0284431137725
ProteinClusters 	6.12 	6650 	95 	3245 	13395 	0.331753554502 	0.0284431137725
ProteinClusters 	19.08 	903 	4 	3336 	19142 	0.0450486405587 	0.00119760479042
ProteinClusters 	32.4 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	3.6 	9531 	184 	3156 	10514 	0.475480169618 	0.0550898203593
ProteinClusters 	24.12 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	33.12 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	34.92 	210 	0 	3340 	19835 	0.0104764280369 	0.0
ProteinClusters 	7.56 	6036 	80 	3260 	14009 	0.301122474433 	0.0239520958084
ProteinClusters 	19.44 	903 	4 	3336 	19142 	0.0450486405587 	0.00119760479042
ProteinClusters 	24.48 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	15.84 	1430 	10 	3330 	18615 	0.0713394861561 	0.00299401197605
ProteinClusters 	21.96 	781 	3 	3337 	19264 	0.0389623347468 	0.000898203592814
ProteinClusters 	23.76 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	2.16 	10339 	246 	3094 	9706 	0.515789473684 	0.0736526946108
ProteinClusters 	5.76 	7526 	117 	3223 	12519 	0.375455225742 	0.0350299401198
ProteinClusters 	33.84 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	33.48 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	35.64 	165 	0 	3340 	19880 	0.00823147917186 	0.0
ProteinClusters 	22.68 	776 	0 	3340 	19269 	0.038712895984 	0.0
ProteinClusters 	12.6 	2451 	22 	3318 	17594 	0.122274881517 	0.00658682634731
ProteinClusters 	14.04 	1520 	14 	3326 	18525 	0.0758293838863 	0.00419161676647
ProteinClusters 	31.68 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	28.8 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	4.32 	8617 	151 	3189 	11428 	0.429882763781 	0.0452095808383
ProteinClusters 	16.56 	1359 	8 	3332 	18686 	0.0677974557246 	0.00239520958084
ProteinClusters 	23.4 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	32.04 	225 	0 	3340 	19820 	0.0112247443253 	0.0
ProteinClusters 	16.92 	1359 	8 	3332 	18686 	0.0677974557246 	0.00239520958084
ProteinClusters 	27.72 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	23.04 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	1.44 	10878 	295 	3045 	9167 	0.542678972312 	0.0883233532934
ProteinClusters 	1.08 	10878 	295 	3045 	9167 	0.542678972312 	0.0883233532934
ProteinClusters 	5.04 	7526 	117 	3223 	12519 	0.375455225742 	0.0350299401198
ProteinClusters 	17.28 	1175 	6 	3334 	18870 	0.0586181092542 	0.00179640718563
ProteinClusters 	25.56 	599 	0 	3340 	19446 	0.0298827637815 	0.0
ProteinClusters 	13.68 	1917 	19 	3321 	18128 	0.0956348216513 	0.00568862275449
ProteinClusters 	8.64 	5237 	54 	3286 	14808 	0.26126216014 	0.0161676646707
ProteinClusters 	7.92 	6036 	80 	3260 	14009 	0.301122474433 	0.0239520958084
ProteinClusters 	10.08 	3445 	41 	3299 	16600 	0.171863307558 	0.0122754491018
ProteinClusters 	34.56 	210 	0 	3340 	19835 	0.0104764280369 	0.0
ProteinClusters 	26.64 	599 	0 	3340 	19446 	0.0298827637815 	0.0
Clustermembers 	0 	10943 	1719 	1621 	9102 	0.545921676228 	0.514670658683
Clustermembers 	1 	10940 	297 	3043 	9105 	0.545772012971 	0.0889221556886
Clustermembers 	2 	10940 	297 	3043 	9105 	0.545772012971 	0.0889221556886
Clustermembers 	3 	10868 	260 	3080 	9177 	0.542180094787 	0.0778443113772
Clustermembers 	4 	10298 	179 	3161 	9747 	0.513744075829 	0.0535928143713
Clustermembers 	5 	9333 	139 	3201 	10712 	0.465602394612 	0.0416167664671
Clustermembers 	6 	8776 	111 	3229 	11269 	0.437814916438 	0.0332335329341
Clustermembers 	7 	8100 	81 	3259 	11945 	0.40409079571 	0.024251497006
Clustermembers 	8 	7596 	61 	3279 	12449 	0.378947368421 	0.0182634730539
Clustermembers 	9 	7069 	40 	3300 	12976 	0.352656522824 	0.0119760479042
Clustermembers 	10 	6641 	29 	3311 	13404 	0.331304564729 	0.00868263473054
Clustermembers 	11 	6133 	18 	3322 	13912 	0.305961586431 	0.00538922155689
Clustermembers 	12 	5749 	15 	3325 	14296 	0.286804689449 	0.00449101796407
Clustermembers 	13 	5387 	14 	3326 	14658 	0.268745323023 	0.00419161676647
Clustermembers 	14 	4921 	13 	3327 	15124 	0.245497630332 	0.00389221556886
Clustermembers 	15 	4569 	11 	3329 	15476 	0.227937141432 	0.00329341317365
